product_name,brands,nutriscore_grade
Sauce Arrabbiata - Passione 1824,Agnesi,a
Sauce au parmesan,Agnesi,a
Sugo al vino rosso,Agnesi,a
Cannelloni,Agnesi,a
Spaghetti n°12 Kamut,"De Cecco, de cecco,Kamut",a
Fusilli n°34 Kamut,"De Cecco, De Cecco,Kamut",a
Penne Rigate N°41 Kamut,"De Cecco, De Cecco,Kamut",a
I Sughi  Tomato sauce with basil,"De Cecco, De Cecco",a
Penne lisce n°40,"De Cecco, De Cecco",a
Stellette,"De Cecco, De Cecco",a
Penne Mezzane Lisce,"De Cecco, De Cecco",a
Tagliatelle,De Cecco,a
Spaghetti N°12,"De Cecco, De cecco",a
Penne Rigate n.41,"De Cecco,DeCecco",a
Tortellini Zucca,"Armando de Angelis, De Angelis",a
Cacaolat 0%,Cacaolat,a
"Slim zone - choco, cranberries & goji",maXsport,a
Klasik bílý jogurt,OLMA,a
Perlivá,Mattoni,a
Red malina jemně perlivá,"Magnesia,karlovarské minerální",a
Red - brusinka,"Magnesia,karlovarské minerální",a
Malina neperlivá,Dobrá Voda,a
Ovesné Vločky jemné,Emco,a
Krupky - Soufflé de Maïs Bébé,"Rej,Krupky",a
Krupky - Soufflé de riz bébé,"Rej,Krupky",a
Proteine De Chanvre Crue Bio,Lifefood,a
Lifebar Abricot Cru Vegan,Lifefood,a
BCAA Mega strong powder - ananas,Nutrend,a
BCAA Mega Strong Powder pomeranč,Nutrend,a
Morchel-Hüte,"Delicia,M-Classic",a
Energy milk,Emmi,a
Toast Soleil,M-CLASSIC,a
"Lasagneblätter, Linsen",Pedon,a
Boulettes aux légumes,Karma,a
YoQua,"Emmi,YoQua",a
Yoqua fruits des bois,"Emmi,YoQua",a
Yoqua,"Emmi,YoQua",a
Gehacktes,"Délicorn,Coop",a
Energy milk Banana,Emmi,a
Mediterranean Salad,"Anna's Best,Migros",a
Galette de riz complet salée,Coop,a
Toast complet intégrale,Denner,a
Coop Naturaplan Maccheroni,Coop naturaplan,a
Bio Steinpilze,"Naturaplan, Coop",a
Morcheln,Qualité & Prix,a
Chanterelles,Qualité & Prix,a
Quinoa,"Migros,De la Région",a
Baked Beans,Dunnes Stores,a
Espresso Bar,Delta,a
Knöpfli Mehl,Coop Naturaplan,a
Langkornreis im Kochbeutel,"Uncle Ben's, Uncle Bens",a
Erbsen mit Rüebli,Freshona,a
Schweizer Bio Eier,MIGROS BIO,a
neperlivá,"Mattoni,Karlovarské minerální vody a.s.",a
Ananas in Scheiben,Edeka,a
Skyr Chocolat,Qualité & Prix,a
Maïs sans résidu de pesticides,Bonduelle,a
Pâtes de blé dur,Granoro,a
Crevettes Black Tiger,,a
Erbsen,"Farmer's Best, Migros",a
Panflor Ruchmehl,Panflor,a
"Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants","Yoplait,Panier 0%",a
Riz jasmin,Le Dragon,a
Skyr Vanille,Alpro,a
American Style Sandwich Vollkorn,"Grafschafter,Lidl,Lieken Brot- und Backwaren",a
Chili sin carne,Little Lunch,a
Medium Egg Noodles,Tesco,a
Gerstenflocken Vollkorn,Spielberger Mühle,a
Repas complet vanille,Huel,a
Avocat bio,"",a
WUNDA Sans sucres à base de pois,"Wunda,Nestlé",a
Bucatini grandi pates collezione,"Barilla, Barilla Nudeln",a
Haricots verts fins,D'aucy,a
Riz basmati,"Vitasia,Lidl",a
Mineralwasser still 6er Pack,Lidl,a
Bran Flakes,"Crownfield,Lidl",a
Museli aux noix avec bêta-glucane,Knusperone,a
21cl asperges blanches mini,"D'AUCY,sélection d'ailleurs",a
Dahl de pois chiches & lentilles corail riz & quinoa,d'aucy,a
Emietté  de colin d'Alaska,Petit navire,a
Salade thon quinoa tomates et basilic,Petit Navire,a
"Paëlla Valenciana Poulet, Fruits de Mer & Chorizo",Zapetti,a
"Couscous oriental, poulet et boulgour",Weight Watchers,a
Lentilles cuisinées,Bonduelle,a
Junge Erbsen,Bonduelle,a
"Bonduelle Erbsen M. Möhr.feinste Auslese , 6er Pack &#40;6 x 212 ML Dose&#41",Bonduelle,a
Goldmais Mexiko Mix,Bonduelle,a
Macédoine de légumes,Bonduelle,a
Mladá mrkev celá extra jemná,Bonduelle,a
Petits Pois sélection 'tendres et fondants',Cassegrain,a
Flageolets cuisinés - sélection extra-fondants,Cassegrain,a
Petits Pois,Cassegrain,a
Galettes La Printanière - Duo de courgettes et petits légumes,Bonduelle,a
Haricots Beurre extra-fins,Cassegrain,a
Maïs Bio sans sucres ajoutés,Bonduelle,a
Bonduelle Zwarte Bonen,Bonduelle,a
Aubergines cuisinées à la provençale,Cassegrain,a
Haricots verts extra-fin,Cassegrain,a
Le Petit Pois Extra Fondant Précuit Vapeur,Bonduelle,a
Barres saveur chocolat Noir&Blanc,Gerlinéa,a
Tartines Craquantes Multi-Céréales,Céréal bio,a
"Cuisiné aubergines, orge et soja",Céréal Bio,a
Oignons émincés,Casino,a
Pois chiches,U,a
Maïs doux croquant,Carrefour,a
Lait demi-écrémé Stérilisé UHT,"Carrefour Bio,Carrefour",a
Houmous,Blini,a
"Houmous extra au citron confit, coriandre",L'atelier Blini,a
Pois chiches,Priméal,a
Pois Cassés,Priméal,a
Quinoa Real,Priméal,a
Champignons émincés surgelés,"Notre Jardin,Marque Repère",a
Velouté de tomates,"Régal Soupe,Marque Repère",a
Légumes pour Couscous,"Notre Jardin,Marque Repère",a
Couscous,"Comptoir du Grain,Marque Repère",a
Puree de tomate,"Turini,Marque Repère",a
Torsades,"Turini, Marque Repère",a
Artichauts au basilic,Sud & Sol,a
Pain De Mie Bio,"La Boulangère Bio,La Boulangère",a
Tartines Bio quinoa & graines 450g,"La Boulangère Bio, La boulangere",a
Wasser,,a
Protein-Pulver Bio Hanf,"govinda, govinda vitalabo, govinda vitalabo 3.60",a
Tomato al Gusto Kräuter Knoblauch,Knorr,a
Ananasstücke,MorgenLand,a
Pro Vital Schnitte Rewe,Rewe Beste Wahl,a
Sarrasin Grille,Увелка,a
Chopped peeled tomatoes with basil,Biona organic ,a
Lait de coco,Grace,a
Beetroot burger,Gosh!,a
Gazpacho,Innocent,a
Eveil du Bouddha Framboise,iswari,a
Beurre Damandes,Prozis,a
Oreilles de Judas Séchées,"",a
Spinat,Findus,a
Ratatouille,Findus,a
chocapic,"Nestlé,Chocapic",a
Aquella ohne kohlensäure - natürliches mineralwasser aus den walliser alpen,Aproz,a
Mélange exotique,Migros,a
Corn Flakes,"M-Budget,Migros",a
Ananasscheiben Sun Queen,Sun Queen,a
"Knoblauch, ail,aglio",M-Budget,a
Insalata Alice,Anna's Best,a
Lentilles vertes carottes,"Anna's Best,Migros",a
Compote de pommes à la pêche,M-Classic,a
Basmati Langkorn Duftreis,Mister Rice,a
Compote de pommes,M Classic,a
Laitue pommée rouge,"Anna s best,Anna's Best",a
M-classic Mischsalat,M-Classic,a
5x Gehackte Tomaten BIO (Pelati),Migros Bio,a
Champignons de Paris coupés,M-Budget,a
Glace vanille,"Léger,Migros",a
Jardin potager,Biotta,a
Soja Line Tofu Nature,"Aha!,Migros,Migros Bio",a
Choky Power 25cl,Cremo,a
Cenovis,Cenovis,a
Carbonated Natural Mineral Water,"San Pellegrino, Nestlé",a
S. Pellegrino,"San Pellegrino, Nestlé",a
Mineral,"San Pellegrino, Nestlé",a
Gehackte Tomaten,"Longobardi, 800 Gramm",a
Sugo al Basilico,Longobardi,a
Pizzasauce-Basilikum,"Longobardi, Longobardi - Aniello Longobardi s.r.l.",a
Passata di pomodoro,Pomì,a
AGNESI  - Sugo alle olive,Agnesi,a
Barilla pates collezione mafaldine 500g,"Barilla, Barilla - Barilla G. e R. Fratelli - Società per Azioni - Via Mantova, 166, 43122 Parma - Italy",a
Pâtes spaghetti n°5 1kg,Barilla,a
Maccheroncini n.10,Barilla,a
Ditalini Rigati,Barilla,a
maccheroni,"Barilla, Barilla Pasta",a
Pâtes coquillettes 500g,Barilla,a
La collezione gnochetti sardi,"Barilla,La Collezione d'Italia",a
Pâtes coquillettes 1kg,Barilla,a
Castellane,Barilla,a
Collezione : Teigwaren aus hartweizengriess mit Spinat,Barilla,a
Fettucine n.166,"Barilla,Barilla Collezione",a
Fusilli,Barilla,a
Integrale spaghetti,Barilla,a
Pasta integrale,Barilla,a
coquillette,Barilla,a
Pates barilla penne rigate lot de 500g x3,Barilla,a
Sauce tomate basilic,Barilla,a
Sauce napolitaine,Barilla,a
Sauce Napoletana,Barilla,a
Pâtes et Sauce tomate et basilic,Barilla,a
Gemelli Alla Bolognese,Barilla,a
Gemelli pomodoro e ricotta (Sauce tomate et ricotta),Barilla,a
Spaghetti N7,Barilla,a
Coquillettes sans gluten,Barilla,a
Farfalle,Barilla,a
Durum Wheat Semolina Pasta,"Academia Barilla,Barilla, ACADEMIA",a
pates fusilli,"Barilla,Academia barilla",a
pates orecchiette,"Barilla,Academia Barilla",a
Penne rigate Biologique 500g,Barilla,a
Fusilli bio,Barilla,a
Pâtes Spaghetti Rigati,Barilla,a
Barilla sauce tomates basilic bio 200g,Barilla,a
BARILLA FUSILLI BUCATI CORTI COLLEZIONE 500g,"Barilla, Nudeln",a
Barilla pates fusilli de lentilles corail 250g,Barilla,a
Gazpacho original,Alvalle,a
Kurukahveci Mehmet Efendi Türkischer Kaffee,Kurukahveci Mehmet Efendi,a
Baktat Couscous,"subtat, Suntat",a
Kichererbsen (eingelegt),Suntat,a
"Geröstete Kürbiskerne, gesalzen","Goral, Göral",a
Bohnemmuss mild,Old el paso,a
Fresh Udon,Samlip,a
Eclats de pistaches torréfiées,Vahiné,a
Végétable Soup,Cully & Sully,a
Quorn 4 wild and Parsley sausages,Quorn,a
Rote Bohnen,"Cirio,Conserve Italia",a
Vegi Nuggets,"Délicorn, Délicorn, Délicorn, Délicorn, Délicorn",a
"","Così Bio, Golfera",a
Ok mineral water,ok.-,a
Spinach and Ricotta Tortelloni,Tesco,a
Nudeln breit,"Bschüssig, Bschüssig, Bschüssig",a
Rosti,Migros,a
Purée de tomate,"Auchan, Auchan Bio",a
Hörnli,Lidl,a
Apfelmus,Sweet Valley,a
Epinards hachés,"COOP, Coop Naturaplan",a
Chocos,Kellogg's,a
Protein 50 (bar),Sponser,a
Quinoa Gourmand,Tipiak,a
Haselnüsse gemahlen,Denner,a
Økologiske Linser,Beauvais,a
Flocons d'épeautre grillés,Naturaplan,a
Erdnussbutter | Peanut Butter | Beurre de Cacahuètes,nu3,a
"Gaspacho original, bio",Green Shoot,a
Badoit 75cl Glas Prestige,Badoit,a
Best poulet,"",a
"",Oh!,a
aqualinea,Aquila,a
Eau naturelle,"M Budget,M-Budget",a
Tartines craquantes bio riz noir,"Le Pain des Fleurs,Ekibio",a
Wunda boisson végétale original 950ml,"Wunda, Original",a
Oreille de Judas séché,Reasonable original,a
Quarktraum,Milbona,a
Salade de fuit,"Ananas, mangue,fruits rouges",a
MACARRONES de GARBANZOS 100% legumbre,"Carrefour veggie, Carrefour",a
Bio Dinkelgrieß,Alnatura,a
Quick 1-minute Oats imp,Quaker Oats,a
Trottole Tricolore,Italiamo,a
Passierte Tomaten,"Baresa,Lidl",a
Saskia mineralwasser,Saguaro,a
"",Onuba Fruit,a
Kernige Haferflocken,Knusperone,a
Apfelmus,Sweet valley,a
Joghurt myrtille,"Léger,Migros",a
Mini Weihnachts-Figürchen,"Wintertraum,Léger,Migros, Migros Léger",a
Basis Müsli Cerealmix Bio,Basis Musli,a
Grey Poupon Dijon Mustard 215G,Grey Poupon,a
Panzani spaghetti 500g,"Panzani,Ebro Foods",a
RG CS MOY 500G,"Regia,Panzani,Ebro Foods",a
Tomacouli 100% Tomates Fraîches nature,Panzani,a
Tomapizza,Panzani,a
Panzani - bc - tomacouli nature bio 250g,Panzani,a
Panzani - spf - bolo balls,Panzani,a
Le Basmati du Penjab,Taureau Ailé,a
Lustucru boulgour facile,Lustucru,a
Riz basmati imperial,Taureau Ailé,a
Tomacouli Nature,Panzani,a
Riz Méditerranéen de Camargue,Taureau Ailé,a
Lentilles vertes cello,Vivien Paille,a
Sauce provencale,Louis Martin,a
Cocktail de Fruits au sirop léger,Casino,a
Haricots verts très fins,Casino,a
Eau minerale naturelle des alpes,Carrefour,a
Sauce Napolitaine,Belle France,a
Sauce provençale,Belle France,a
Haricots Blancs A La Tomate,Belle France,a
Lentilles cuisinés,"Belle France,Francap Distribution",a
"Lentilles, cuisinées",Belle France,a
Maïs Doux,Belle france,a
"Salade Mexicaine, au thon",Belle France,a
Haricots Verts,Belle France,a
Haricots Azukis,Markal,a
SPAGHETTIS a L'EPEAUTRE,Markal,a
"Recette au yaourt nature, sur lit de fraise","Yoplait,Yoplait Yopa !, Ray yopa",a
"Recette au yaourt nature, sur lit de myrtille","Yoplait,Yoplait Yopa !, Ray yopa",a
petit yoplait,"Yoplait,Petit yoplait std",a
Tajine de légumes aux amandes et pruneaux,"U Saveurs, U",a
La Purée Brocolis,Créaline,a
Matin léger - Lait sans lactose,"Lactel,Matin Léger",a
Lait 100 % français Matin Léger® Demi-Écrémé,Lactel,a
Pruneaux d'Agen très gros,Maître Prunille,a
Léa Nature - Muesli au chocolat,"Jardin bio,Léa Nature",a
Lait d'Amande,La Mandorle,a
Tomatensosse Siciliana,BERTOLLI,a
,"Rügenwalder Mühle, Rügenwalder Mühle, Rügenwalder Mühle",a
Heller Thunfisch ganze Filetstücke naturell,Fontaine,a
Passierte Tomaten (Bio),"REWE Bio, A. Petti fu Pasquale",a
Soya Drink Sweetened,tesco,a
Tikka Masala,Quorn,a
Picnic Eggs,Quorn,a
Quorn Vegan H S Burger 264g,Quorn,a
Fingerfoods Sweetcorn Rings 7+ Months,Organix,a
Wildreismix,naturaplan,a
Pappardelle,"Coop,Qualité & Prix",a
Fusilli,"Coop,Coop Naturaplan",a
Hörnli épeautre,"Naturaplan,Coop naturaplan",a
Erbsen sehr fein,"Qualité & Prix, Qualité & Prix",a
Bündner Rollgerste,"coop,coop Pro Montagna Bio",a
Couronne party multi-cereales,COOP,a
Spaghetti,Coop Prix Garantie,a
Qualité & Prix Chinesische Nüdeli,"Coop,Coop - Qualité & Prix,Gala",a
6 Oeufs Vaudois d'élevage au sol,"",a
Älpler Magronen,"Coop,Coop Qualité & Prix,Gala",a
Hörnli,"Coop,Qualité & Prix,Gala",a
"Bio Hörnli Teigwaren, Eierteigwaren",Coop Naturaplan,a
Quark Séré maigre,Emmi,a
Milk Drink Sans lactose,"Emmi,Good day",a
YoQua,"Emmi,YoQua",a
Energy Milk,"Emmi,Energy Milk",a
High protein Milk drink 0.1%,Emmi,a
"Coop Fine Food Edamame, With Shichimi Tagarashi Sa. ..",Coop fine food,a
Jamadu Apfel Taler Mit Vollkorn,Coop,a
Reis Basmatireis,"Naturaplan,Coop,Coop naturaplan",a
basmati rice spezialität aus indien,"Coop, Qualité & Prix",a
Quinoa (Coop),COOP,a
Pain de seigle aux graines de lin,coop naturaplan,a
Risotto d'Italia Reis für Risotto,Coop,a
"Linsensalat Betty Bossy, Linsen","Betty bossi, Coop Betty bossi",a
Magerquark Nature,Coop Naturaplan Bio,a
Gelatina de arándano,Royal,a
Mezzi Cuori Di Carciofi,Creazioni d'Italia,a
Ditalini lisci 69,"Arrighi, Pasta Berruto",a
Linguine,La Molisana,a
Gnocchetti Sardi 27 A,La Molisana,a
Rigatoni,La Molisana,a
"Fraise, Catégorie 1","Migros,Migros Fresca",a
6 wrap tortillas,Old El Paso,a
Whole Wheat Tortillas,Pancho Villa,a
Apple-Pear,"Fruit&go Squeezer, Bio",a
Vollkorn Soft Sandwich,Ölz,a
Chia Toast ölz,ölz,a
Pain de mie trois céréales,Ölz,a
Spaghetti bolognese,"M-Classic,Migros",a
Bramata Gries,"migros,M-Classic",a
Oh! - High protein banane,"Migros (Suisse),oh",a
Petits pois carottes,Findus,a
Framboise,Driscoll's,a
Bio hummus nature,"Naturaplan,Betty Bossi,Coop",a
Eveil du boudha,iswari,a
Basmati Rice,Uncle Ben's,a
Suppenspaß Muscheln,Gaggli,a
Porridge oast,just free,a
Penne rigate,Girolomoni,a
Valser Prickelnd,Valser,a
Bio Black Beans,Karma,a
I classici n(penne n.27),,a
"",Schulstad,a
Andros pomme banane,Andros,a
"Pema Vollkornbrot, Für Kinder",Pema,a
Bonduelle Quinoa,Bonduelle,a
Skyr framboise,Qualité & Prix,a
Wagner Original Piccolinis Thunfisch,"Wagner, Nestlé",a
functional muesli,graci laboratories,a
Volvic Nature 800cl PET,"Volvic,Danone",a
Blattspinat,Bofrost,a
Tesco Wholemeal Flour,Tesco,a
Gluten Free Irish Pure Oats,Flahavan's,a
Lindahls Vanille,Nestlé,a
Barilla pates spaghetti de lentilles corail 250g,Barilla,a
Muesli bio noix & graines,Jordans,a
Rob&Lissy Protein Mega Burger,Coop,a
"Øko Let Mælk 1,5% Fedt",Arla,a
Fusillo,Lidl,a
GARDEN GOURMET Pané aux légumes 180g,"Herta, Nestle, Garden gourmet",a
"",Nestle,a
Pané de colin d'alaska,Loc marée,a
Cabillaud sauce citron et riz aux légumes,"La Cuisine des Saveurs, Aldi",a
Mexican Burrio,Amy's Kitchen,a
Muesli Complet,Marks & Spencer,a
British kale,M&S Eat Well,a
Weizenmehl,Belbake,a
Amandes effilées,Belbake,a
Apfelmus,"Freshona,Harvin",a
Pâtes italiennes Farfalle à la semoule de blé dur,"Combino,Lidl Stiftung & Co. KG",a
Classic Houmous,"Meadow Fresh,Simply Sumptuous",a
Bio Organic Fruchtpüree Apfel-Birne,Freshona,a
Pain sans gluten,Gräfschafter,a
Farine Complète,Bio natur plus,a
Pain aux graines de tournesol,Manor Food,a
Lait demi-écrémé,"Milsani,Aldi",a
Pain de mie complet,Jacquet,a
Paninis nature x4,Jacquet,a
Toasts Foie Gras Figues,Jacquet,a
Skyr,Danone,a
Danone skyr 140 g x 2 nature,"Danone,Danone of the world",a
Vittel,Vittel,a
VITTEL eau minérale naturelle 75cl,Vittel,a
Hanenwasser,"Vittel, Vittel ohne KS",a
Charal Kids,"Charal,Charal Kids",a
Extra moelleux nature,HARRYS,a
Galettes riz complet,Bjorg,a
Pain complet 3 céréales,Bjorg,a
Quinoa Tomates Olives,Bjorg,a
Algues nori,Tanoshi,a
Flocons d'avoine 4 graines et raisins,Bjorg,a
Galette riz quinoa,Bjorg,a
Soja chocolat,Bjorg,a
Tofu fumé,Bjorg,a
"Muesli fibres - Son de blé, Figues, Pruneaux",Bjorg,a
Galettes riz complet Bio,Bjorg,a
Pain de mie tranché aux céréales et aux graines,Chabrior,a
Galettes de maïs BIO 150g,"Regain bio,Regain",a
Flocons d'orge,Celnat,a
"",Celnat,a
Farine précuite Kokkoh,Celnat,a
Soja Nature Sans Sucres,Sojasun,a
Boisson de soja Calcium  Vitamine D,Sojasun,a
"Boisson de Soja à la vanille, stérilisée UHT",Sojasun,a
Soja et coco,Sojasun,a
Soja chocolat,Sojasun,a
Sojasun nature coco,Sojasun,a
Pruneaux d' Agen,,a
Compote Pommes Cerises,Charles & Alice,a
Pommes Rhubarbe,Charles & Alice,a
Eglantines sauvages sans sucres ajoutés,Beyer,a
Escalope milanaise & spaghetti à la sauce tomate,Fleury Michon,a
Le Chili Con Carne et son riz blanc,Fleury Michon,a
Biscuits gourmands Sésame Vanille,"Karéléa,Léa Nature",a
Riz long blanchi basmati x 5 sachets,"Comptoir du Grain,Marque Repère",a
Lait Facile à Digérer,"Délisse,Marque Repère",a
Feuilles De Filo,"Tablier Blanc,Marque Repère",a
Muesli CroustillantNoix,Auchan,a
Velleminfroy eau minérale naturelle 50cl,Velleminfroy,a
Carob Pulver,Rapunzel,a
Mungbohnen,Rapunzel,a
Kidney Bohnen,Rapunzel,a
Kichererbsen,Rapunzel,a
Quinoa,reis-fit,a
Delba Whole Grain Rye Bread,Delba,a
1688 Mehrkorn,Harry,a
Körniges Vollkornbrot,"",a
Grünkohl,Kühne,a
Skyr to go Vanille,Milbona,a
+ protein fitness quark,Elsdorfer Molkerei,a
Popcorn Mais,Alnatura,a
Pâtes de blé complet,Alnatura,a
Früchte Müsli,Alnatura,a
Quinoa,Alnatura,a
Mélange de riz naturel et riz sauvage,Alnatura,a
Compote pomme argousier,Alnatura,a
Galettes de riz sans gluten,Alnatura,a
Reis Waffeln,Alnatura,a
Céréales Disney Frozen II,Kellogg's,a
Toppas,Kellogg's,a
Crunchy Müsli Coconut & Cashew,"W. K. Kellogg,Kellogg's",a
Ancient grains,Kellogg's,a
Gazpacho l'original,Alvalle,a
"Isey Skyr, Heidelbeere/Myrtille",Isey,a
Icelandic Skyr Fraise,Isey,a
Icelandic Skyr Vanilla,original icelandic,a
Skyr nature,Isey,a
Icelandic Skyr The Original Lemon Cheesecake,Isey,a
Skyr,isey,a
Skyr,Logismose,a
Chia seeds & sea salt,Friggs,a
"Naturnes Pomme, Carotte, Mangue",Nestle,a
Quinoa mix,Findus,a
Mix de lentilles avec légumes,Findus,a
Mineralwasser ohne,"coop, Prix Garantie",a
Swiss Alpina Légère,Coop,a
La Chinoise,Haribo,a
Graines de chia Bio,"Optimys,Optimys ",a
Chiefs Protein Milk - Coco Island,Chiefs,a
Protein Pudding Choco Mountain,Chiefs,a
Banana Beach,Chiefs,a
Protein pudding caramel city,Chiefs,a
Eau minérale naturelle,Sembrancher,a
Smowl superfood mix coco lime,SMOWL,a
Superfood mix mango passion,SMOWL,a
Superfood Mix Fruits Rouges - 100% naturel,SMOWL,a
Granoro Ditali Lisci No 58 (500g Beutel),Granoro,a
Penne Rigate N°103 Sachet 1KG,Granoro,a
Rummo Spaghetti No 3,Rummo,a
Gomiti Rigati N°169 (Pasta Corta),Rummo,a
Bio Integrale Spaghetti n° 3,Rummo,a
Spaghettis Completes Sans Gluten,Schär,a
"Wraps, glutenfrei",Schär,a
Pois chiches,Arvensis,a
Shinzu Premium Sushi Rice,Shinzu,a
edamame beans,Migros,a
Chanpignons de paris émincés,"Qualité & Prix,Coop",a
Moutarde mi forte,Thomy,a
Spaghetti n3,Agnesi,a
Ricola Perles Eucalyptus,Ricola,a
Pane & cereali,Coop,a
Hovis Granary Thick Bread,Hovis,a
Haricots Verts Bio Légumes 100% Français,Bonduelle,a
Mediterranean Chickpea Salad,"Karma,Coop",a
Vegan falafel and hummus,Vegways,a
Bio Avocado,Naturaplan,a
Mandel amande,Migros,a
Escalopes de poulet,"Migros,M-Budget",a
Active Mix,"You, Migros",a
Penne rigate,Liguori,a
Pasta Oro Chef Barilla Trofie Liguri,"Barilla Selezione Oro Chef,Barilla,Selezione Oro Chef",a
Vollkorntoast,Grafschafter,a
Haricots blanc,Dona,a
Curry de pois chiches à la noix de coco,Comme J'Aime,a
Farina 100% italienne Tipo 0,"",a
Bangkok*,Carrefour,a
Maïs doux sans sucre ajoutés,"Freshona, Lidl",a
4 œufs Neuchâtel-Fribourg élevage en plein air,Migros,a
4 Mehrkorn Toastbrötchen,Grafschafter,a
Vegane Falafel,Vemondo,a
Garden peas,Freshona,a
Original französisches Steinofen Baguette mit Körnern,"Maître Jean Pierre,Grafschafter",a
Volvic Nature 50cl PET,"VolvicDanone,Volvic",a
Volvic Nature 6x50cl PET,Volvic,a
Eau minérale,"Volvic,Danone",a
Persil,Darégal,a
Couscous moyen,Tipiak,a
Céréales gourmandes,Tipiak,a
Céréales Méditerranéennes,Tipiak,a
Purée nature - Purée de pommes de terre en flocons,Casino,a
Poulet Rôti et Pommes de terre Fondantes,Marie,a
Lentilles vertes,"Saint eloi,Sélection des Mousquetaires,Les Mousquetaires,Intermarché",a
Farine à Gâteaux,Chabrior,a
Filet de truite aux amandes et son riz au pavot,U,a
Gazpacho,U,a
Petits pois très fins à l'étuvée,U,a
Haricots verts extra-fins,U,a
Thon au Naturel,Phare d'Eckmühl,a
Lentilles Vertes de France Filière,Le Bon Semeur,a
Lentilles Vertes du Puy,La Ponote,a
Lentilles Corail,Le Bon Semeur,a
Légumes pour potage,Picard,a
"4 pavés de saumon kéta du Pacifique, avec peau",Picard,a
Ratatouille cuisinée Bio,Picard,a
Entiers au Naturel,Bonduelle,a
Cèpes,Royal Champignon,a
Champignons de Paris émincés épais (lot de 3 x 400 g) Bonduelle,Bonduelle,a
Chili végétarien,Prosain,a
Lentilles Vertes Bio Cuisinées aux Petits Légumes,Prosain,a
Purée de châtaigne d'Ardèche nature,Priméal,a
Quinori,Priméal,a
Quinoa Real Flakes,Primeal,a
Graines de lin doré,Idenat,a
Tartines bio craquantes multi-céréales sans gluten,"Le pain des fleurs,ekibio",a
Quinoa Bio - - Priméal,Primeal,a
Duo De Quinoa Bio Priméal,Primeal,a
Tartines bio à l'avoine,"Le pain des fleurs,Ekibio",a
"Mélange Quinoa, courgettes, carottes","Carrefour Bio,Carrefour",a
Soja Bio,Auchan Bio,a
Pruneaux d'Agen Dénoyautés,Les Vergers de Fonbio,a
Haltbare fettarme Bio-Milch,Schwarzwaldmilch,a
Rice crispies multigrain shapes,Kelloggs,a
British Mushy Peas,Tesco,a
Whole grain bread,Weight Watchers,a
Spa reine,spa,a
"","Spa Reine,Spa",a
Feijão Preto,"Compal,SUMOL+COMPAL",a
Grão de Alqueva,"Compal,SUMOL+COMPAL",a
Feijão encarnado • Red Beans,COMPAL,a
Feijao Frade,Compal,a
Feijão branco,"",a
Haricots Rouges,Cacarola,a
Grao-de-Bico,Cacarola,a
